,shop_no,ord_dt,size,ci_seq,mem_no,dvc_id,rgn1_cd,rgn2_cd,rgn3_cd,item_quantity,cpn_use_cnt,ord_price,review_yn,rating,image_review_yn
13,00C72150B90CD4D00F6D126BC07F3855,2020-08-19,1,1,1,1,1,1,1,5.0,0.0,27000.0,0.0,0.0,0.0
14,00CCD8D0FB0949BBCA8C2CA6F2FA72BF,2020-09-13,1,1,1,1,1,1,1,2.0,0.0,15500.0,0.0,0.0,0.0
15,00CF2E3DB581DB189994A5A5FDAAD06C,2020-09-12,1,1,1,1,1,1,1,2.0,0.0,17000.0,0.0,0.0,0.0
16,01048830258A4702917C26FF5AADEE0A,2020-08-22,1,1,1,1,1,1,1,1.0,1.0,21400.0,1.0,4.0,1.0
17,011B056DCB0115D448549A12000FFDC5,2020-08-30,1,1,1,1,1,1,1,2.0,1.0,6200.0,0.0,0.0,0.0
18,017FE32C7D9970EB25A75A8D2D111F10,2020-08-23,1,1,1,1,1,1,1,1.0,0.0,23000.0,0.0,0.0,0.0
19,0182235A0D61DC59045367DD60FDDEA6,2020-09-05,1,1,1,1,1,1,1,2.0,0.0,24000.0,0.0,0.0,0.0
20,018B0533A48732E69D020E5A9281C008,2020-09-09,1,1,1,1,1,1,1,3.0,1.0,18000.0,0.0,0.0,0.0
21,01B1D98FFCA3B7090234AB844582AA89,2020-09-02,1,1,1,1,1,1,1,5.0,0.0,12700.0,0.0,0.0,0.0
22,01E4B41DE637F2A233C5A78C51CD9EBF,2020-08-29,1,1,1,1,1,1,1,1.0,0.0,19000.0,0.0,0.0,0.0
23,01E4B41DE637F2A233C5A78C51CD9EBF,2020-09-09,1,1,1,1,1,1,1,1.0,0.0,18000.0,0.0,0.0,0.0
24,02411954CFF8EEE86F4A1D81762FF8A1,2020-08-30,1,1,1,1,1,1,1,1.0,0.0,29030.0,0.0,0.0,0.0
25,024912417429E04502EB53D81930718D,2020-08-21,1,1,1,1,1,1,1,2.0,0.0,10000.0,0.0,0.0,0.0
26,0285BCDDF6E80E2D03D40F433B91B3F6,2020-08-31,2,2,2,2,1,1,2,3.0,0.0,16750.0,0.0,0.0,0.0
27,0285BCDDF6E80E2D03D40F433B91B3F6,2020-09-13,1,1,1,1,1,1,1,4.0,0.0,19000.0,0.0,0.0,0.0
28,02E4F5DF64319204F68B12EB65B30BFC,2020-08-26,1,1,1,1,1,1,1,2.0,0.0,10900.0,0.0,0.0,0.0
29,02F8CCBFAC12748DD62DA14F88A6BB8B,2020-08-21,1,1,1,1,1,1,1,1.0,0.0,8500.0,0.0,0.0,0.0
30,02F8CCBFAC12748DD62DA14F88A6BB8B,2020-08-30,1,1,1,1,1,1,1,2.0,0.0,30500.0,0.0,0.0,0.0
31,03179E665BE78B1A3630ED3A40C56419,2020-08-30,1,1,1,1,1,1,1,2.0,0.0,21900.0,0.0,0.0,0.0
32,03179E665BE78B1A3630ED3A40C56419,2020-09-01,1,1,1,1,1,1,1,1.0,0.0,21900.0,1.0,5.0,0.0
33,035076B2A28BFCEBF7D6C97489864A72,2020-08-26,1,1,1,1,1,1,1,4.0,0.0,13500.0,0.0,0.0,0.0
34,035076B2A28BFCEBF7D6C97489864A72,2020-08-27,1,1,1,1,1,1,1,4.0,0.0,10000.0,0.0,0.0,0.0
35,03689B1B6B9335114CB76B25FB9A76AE,2020-09-05,1,1,1,1,1,1,1,1.0,0.0,18900.0,0.0,0.0,0.0
36,037736D1AE9664DD2EEB3069B1F1A119,2020-08-16,1,1,1,1,1,1,1,1.0,0.0,27400.0,0.0,0.0,0.0
37,03C5C182BAECB420BAB0DB268CAD7584,2020-09-05,1,1,1,1,1,1,1,3.0,0.0,27000.0,0.0,0.0,0.0
38,03C5C182BAECB420BAB0DB268CAD7584,2020-09-06,1,1,1,1,1,1,1,5.0,0.0,27500.0,0.0,0.0,0.0
39,03CEC2EDB687D28691D7AD8941DCE10C,2020-09-07,1,1,1,1,1,1,1,2.0,0.0,15000.0,0.0,0.0,0.0
40,042059763E6EE4F18ADCFE8D22371F8D,2020-09-13,1,1,1,1,1,1,1,1.0,0.0,16000.0,0.0,0.0,0.0
41,04736BFB17E9BFCADA9BB7CBC837E615,2020-08-26,1,1,1,1,1,1,1,1.0,0.0,23000.0,0.0,0.0,0.0
42,0482BCAE7F25FE3C4D11E04536100ED4,2020-08-26,1,1,1,1,1,1,1,1.0,0.0,29500.0,0.0,0.0,0.0
43,048563021C571DA4F05D210B4795B579,2020-08-21,1,1,1,1,1,1,1,2.0,0.0,14400.0,1.0,5.0,1.0
44,04BD04C8CB649CAAB11C7C10F7AE5079,2020-09-07,1,1,1,1,1,1,1,16.0,0.0,85500.0,0.0,0.0,0.0
45,04D1FAED85778D8189FC8AB4BF5EDFF0,2020-08-16,1,1,1,1,1,1,1,1.0,0.0,23000.0,0.0,0.0,0.0
46,04D1FAED85778D8189FC8AB4BF5EDFF0,2020-08-26,1,1,1,1,1,1,1,1.0,0.0,17000.0,0.0,0.0,0.0
47,04D1FAED85778D8189FC8AB4BF5EDFF0,2020-09-13,1,1,1,1,1,1,1,1.0,0.0,17000.0,0.0,0.0,0.0
48,04DAA27CD784D4C022EDED010AC639E7,2020-08-17,1,1,1,1,1,1,1,1.0,0.0,17000.0,0.0,0.0,0.0
49,04DDCEFC807D58277EA75506D830B7F0,2020-09-05,1,1,1,1,1,1,1,2.0,0.0,8300.0,1.0,5.0,1.0
50,04F69BF4B65040162C451A2251A2E1FC,2020-08-20,1,1,1,1,1,1,1,5.0,0.0,29000.0,0.0,0.0,0.0
51,050AC6012114E8193364BF6153CD8751,2020-08-16,1,1,1,1,1,1,1,1.0,0.0,31000.0,0.0,0.0,0.0
52,0516B315590A4A3ED29C2B423291321A,2020-09-12,1,1,1,1,1,1,1,1.0,0.0,21000.0,0.0,0.0,0.0
53,051B0995E9E4E0DB38858FF640FF141D,2020-09-06,1,1,1,1,1,1,1,3.0,0.0,14500.0,0.0,0.0,0.0
54,051B0995E9E4E0DB38858FF640FF141D,2020-09-08,1,1,1,1,1,1,1,2.0,0.0,11000.0,0.0,0.0,0.0
55,051B0995E9E4E0DB38858FF640FF141D,2020-09-12,1,1,1,1,1,1,1,3.0,0.0,11300.0,0.0,0.0,0.0
56,051DB70D2118439C38786858C6E9B92E,2020-08-24,1,1,1,1,1,1,1,2.0,0.0,32000.0,0.0,0.0,0.0
57,051DB70D2118439C38786858C6E9B92E,2020-09-13,1,1,1,1,1,1,1,2.0,0.0,37000.0,0.0,0.0,0.0
58,052A6F9136A2FAD2B94402DCFC24F2EF,2020-08-21,1,1,1,1,1,1,1,5.0,0.0,43000.0,0.0,0.0,0.0
59,053C29EC1DF3959E97D5EC675DC53891,2020-08-24,1,1,1,1,1,1,1,2.0,0.0,39000.0,0.0,0.0,0.0
60,0542D83C7860C3ECC9A824578F8897F8,2020-08-27,1,1,1,1,1,1,1,1.0,1.0,22400.0,0.0,0.0,0.0
61,054A3D66A6F460B763A058B07802A3DA,2020-08-17,1,1,1,1,1,1,1,1.0,0.0,15000.0,1.0,4.0,0.0
62,0568F9DE822B65DFAB1F45F29AB340AE,2020-08-17,1,1,1,1,1,1,1,3.0,1.0,20900.0,0.0,0.0,0.0
63,0568F9DE822B65DFAB1F45F29AB340AE,2020-08-26,3,3,3,3,1,1,3,2.6666666666666665,0.0,16700.0,0.6666666666666666,3.3333333333333335,0.3333333333333333
64,0568F9DE822B65DFAB1F45F29AB340AE,2020-09-11,1,1,1,1,1,1,1,2.0,0.0,10000.0,0.0,0.0,0.0
65,0572774F40F03CE729DC16E9CB9E8EBC,2020-08-23,1,1,1,1,1,1,1,2.0,0.0,29000.0,0.0,0.0,0.0
66,0572774F40F03CE729DC16E9CB9E8EBC,2020-09-06,1,1,1,1,1,1,1,1.0,1.0,25000.0,0.0,0.0,0.0
67,0572774F40F03CE729DC16E9CB9E8EBC,2020-09-15,1,1,1,1,1,1,1,2.0,1.0,16000.0,1.0,5.0,1.0
68,059078E1E9B6298B05C3A08BAA308C3E,2020-08-16,1,1,1,1,1,1,1,2.0,0.0,20000.0,0.0,0.0,0.0
69,0598DF7A6E7814F021B57121E8C9E1CF,2020-08-31,1,1,1,1,1,1,1,1.0,0.0,28000.0,0.0,0.0,0.0
70,0598DF7A6E7814F021B57121E8C9E1CF,2020-09-05,1,1,1,1,1,1,1,1.0,0.0,24000.0,0.0,0.0,0.0
71,0627B48B9F82F6962885E7C63F0C5AF5,2020-08-20,1,1,1,1,1,1,1,4.0,1.0,25100.0,0.0,0.0,0.0
72,0627B48B9F82F6962885E7C63F0C5AF5,2020-09-06,1,1,1,1,1,1,1,3.0,0.0,20000.0,0.0,0.0,0.0
73,0657CE024B56003F3E5987B1E31FE56A,2020-08-30,1,1,1,1,1,1,1,2.0,0.0,10000.0,0.0,0.0,0.0
74,069918D5D7A36C1D73AC7081E6A8311E,2020-08-20,1,1,1,1,1,1,1,3.0,0.0,22200.0,0.0,0.0,0.0
75,074918809B7E831A852D9F1A24C96FB8,2020-08-16,2,2,2,2,1,1,2,1.0,0.0,20650.0,0.0,0.0,0.0
76,074918809B7E831A852D9F1A24C96FB8,2020-08-18,1,1,1,1,1,1,1,1.0,0.0,21400.0,0.0,0.0,0.0
77,074918809B7E831A852D9F1A24C96FB8,2020-08-23,1,1,1,1,1,1,1,1.0,0.0,17900.0,0.0,0.0,0.0
78,074918809B7E831A852D9F1A24C96FB8,2020-08-31,1,1,1,1,1,1,1,2.0,0.0,22800.0,0.0,0.0,0.0
79,074918809B7E831A852D9F1A24C96FB8,2020-09-02,1,1,1,1,1,1,1,2.0,0.0,37800.0,0.0,0.0,0.0
80,074918809B7E831A852D9F1A24C96FB8,2020-09-05,1,1,1,1,1,1,1,1.0,0.0,18900.0,0.0,0.0,0.0
81,074918809B7E831A852D9F1A24C96FB8,2020-09-09,1,1,1,1,1,1,1,1.0,0.0,17900.0,0.0,0.0,0.0
82,074918809B7E831A852D9F1A24C96FB8,2020-09-13,1,1,1,1,1,1,1,1.0,0.0,17900.0,0.0,0.0,0.0
83,074CC083F63D370203A31F57ED0315CE,2020-08-26,1,1,1,1,1,1,1,3.0,1.0,16100.0,0.0,0.0,0.0
84,0769091A5D6CC45386B404F5D925782F,2020-09-13,1,1,1,1,1,1,1,2.0,0.0,8600.0,0.0,0.0,0.0
85,078811819ED023C72F5CBE6F4EE23D8B,2020-08-20,1,1,1,1,1,1,1,4.0,0.0,25500.0,0.0,0.0,0.0
86,078811819ED023C72F5CBE6F4EE23D8B,2020-09-09,2,2,2,2,1,2,2,2.5,0.0,22250.0,0.0,0.0,0.0
87,079FAA7F1E024203D2B2A241D4C14B40,2020-08-17,1,1,1,1,1,1,1,4.0,0.0,52000.0,0.0,0.0,0.0
88,07B708A7573908AB2A122A1EE8BF8CB6,2020-08-26,1,1,1,1,1,1,1,2.0,0.0,23800.0,0.0,0.0,0.0
89,080ED00210A0E9BF7C8BC63B193D8E4F,2020-08-16,1,1,1,1,1,1,1,7.0,0.0,16500.0,0.0,0.0,0.0
90,080ED00210A0E9BF7C8BC63B193D8E4F,2020-09-02,1,1,1,1,1,1,1,5.0,1.0,23000.0,0.0,0.0,0.0
91,08133D60EB0D177C09F11AFE66925632,2020-09-11,1,1,1,1,1,1,1,2.0,0.0,17000.0,0.0,0.0,0.0
92,081D9AD2D0C0BCC3E7043ED002ED181F,2020-08-20,1,1,1,1,1,1,1,1.0,1.0,19900.0,0.0,0.0,0.0
93,083187B484D3A7AEF1152323CD1196E6,2020-08-17,1,1,1,1,1,1,1,2.0,0.0,14300.0,0.0,0.0,0.0
94,083187B484D3A7AEF1152323CD1196E6,2020-08-20,1,1,1,1,1,1,1,3.0,0.0,14800.0,0.0,0.0,0.0
95,0862E5BAE0EFD6ED726BE0A564B3944B,2020-09-04,1,1,1,1,1,1,1,2.0,0.0,10000.0,0.0,0.0,0.0
96,0870C348A5B16BBE1E8E64BC8913BF69,2020-09-08,1,1,1,1,1,1,1,1.0,0.0,19000.0,0.0,0.0,0.0
97,088145564259D0739EAA8A4B0F673A10,2020-08-21,1,1,1,1,1,1,1,4.0,0.0,37000.0,1.0,4.0,0.0
98,088145564259D0739EAA8A4B0F673A10,2020-09-01,1,1,1,1,1,1,1,2.0,0.0,31000.0,0.0,0.0,0.0
99,08E1F8D7E7C84DAF2855E643CFEA23F0,2020-08-16,1,1,1,1,1,1,1,2.0,0.0,18000.0,0.0,0.0,0.0
100,08E1F8D7E7C84DAF2855E643CFEA23F0,2020-09-15,1,1,1,1,1,1,1,3.0,0.0,34000.0,0.0,0.0,0.0
101,090D12C13C09D218106567D9B3A70EE5,2020-08-18,2,2,2,2,1,1,2,1.0,0.0,20750.0,0.0,0.0,0.0
102,090D12C13C09D218106567D9B3A70EE5,2020-08-27,1,1,1,1,1,1,1,4.0,0.0,31500.0,0.0,0.0,0.0
103,090D12C13C09D218106567D9B3A70EE5,2020-09-07,1,1,1,1,1,1,1,2.0,1.0,24500.0,0.0,0.0,0.0
104,09775302AD154E02EC2C58541106DC09,2020-09-03,1,1,1,1,1,1,1,2.0,0.0,16000.0,0.0,0.0,0.0
105,0986622271E60B20C57C8F8B6CC9EB09,2020-08-23,1,1,1,1,1,1,1,1.0,0.0,59000.0,0.0,0.0,0.0
106,099558011A5FC71F56ABD1CF33E49943,2020-09-15,1,1,1,1,1,1,1,1.0,0.0,19900.0,0.0,0.0,0.0
107,09A85AED3C7F77665651C6A5F6F2799B,2020-09-09,1,1,1,1,1,1,1,2.0,0.0,10500.0,0.0,0.0,0.0
108,09BA8574575EFF6B80E8F39CB0384EC5,2020-09-02,1,1,1,1,1,1,1,3.0,0.0,22000.0,0.0,0.0,0.0
109,09C93B05741D0BE4B900F280DE008A6F,2020-09-09,1,1,1,1,1,1,1,1.0,0.0,33500.0,0.0,0.0,0.0
110,09D86D718399E097EE74FD42A8DFFE59,2020-09-08,1,1,1,1,1,1,1,1.0,1.0,22000.0,0.0,0.0,0.0
111,09E3157B8E915697BC90053EA8CDBC76,2020-08-20,1,1,1,1,1,1,1,1.0,0.0,15000.0,0.0,0.0,0.0
112,09F502DACAD7F5BE209E26374AC372BD,2020-08-27,1,1,1,1,1,1,1,1.0,0.0,16900.0,0.0,0.0,0.0
113,09F502DACAD7F5BE209E26374AC372BD,2020-09-15,1,1,1,1,1,1,1,1.0,1.0,11400.0,0.0,0.0,0.0
114,0A45042A9973AB896A150A396F1A4183,2020-09-05,1,1,1,1,1,1,1,5.0,1.0,10400.0,0.0,0.0,0.0
115,0A6964FCD3193A8F8ADD6ED4140A7AB8,2020-09-14,1,1,1,1,1,1,1,1.0,1.0,23500.0,0.0,0.0,0.0
116,0AD6C20C711BBF071DF267F987D1A096,2020-08-18,1,1,1,1,1,1,1,1.0,0.0,23000.0,1.0,5.0,1.0
117,0AD6C20C711BBF071DF267F987D1A096,2020-08-26,1,1,1,1,1,1,1,1.0,0.0,20000.0,0.0,0.0,0.0
118,0AD6C20C711BBF071DF267F987D1A096,2020-08-27,1,1,1,1,1,1,1,4.0,0.0,25500.0,0.0,0.0,0.0
119,0AD6C20C711BBF071DF267F987D1A096,2020-09-13,1,1,1,1,1,1,1,4.0,0.0,21500.0,0.0,0.0,0.0
120,0AE7794EEC29CD7FCDFCBB0711F772EC,2020-08-22,1,1,1,1,1,1,1,3.0,1.0,25500.0,0.0,0.0,0.0
121,0AE7794EEC29CD7FCDFCBB0711F772EC,2020-09-07,2,2,2,2,1,1,2,1.5,0.0,22000.0,0.0,0.0,0.0
122,0AF5EF0C41CCE2F4FC3425CB23D6C8D7,2020-08-17,1,1,1,1,1,1,1,4.0,0.0,38500.0,0.0,0.0,0.0
123,0AF5EF0C41CCE2F4FC3425CB23D6C8D7,2020-08-26,1,1,1,1,1,1,1,2.0,0.0,13600.0,0.0,0.0,0.0
124,0B094B179D738856C968AD7EE78AB7ED,2020-08-26,1,1,1,1,1,1,1,3.0,0.0,27500.0,0.0,0.0,0.0
125,0B0D44B6BD515AC20042C161FD418A42,2020-08-22,1,1,1,1,1,1,1,5.0,0.0,38900.0,0.0,0.0,0.0
126,0B490AFE22D52C3FCDE05FBFD2D5DE37,2020-09-13,1,1,1,1,1,1,1,2.0,0.0,14400.0,0.0,0.0,0.0
127,0B914EF8DF4ACDCFBC554A99F9AF7C03,2020-08-23,1,1,1,1,1,1,1,1.0,0.0,28700.0,0.0,0.0,0.0
128,0C0D0CC814139E25A1568C6D96394A3F,2020-09-09,1,1,1,1,1,1,1,3.0,0.0,22000.0,0.0,0.0,0.0
129,0C0D9916451F5FE6DCE03A30537E29B2,2020-09-04,1,1,1,1,1,1,1,3.0,1.0,16900.0,0.0,0.0,0.0
130,0C1CB3024AB730A90BBD381810897048,2020-08-20,1,1,1,1,1,1,1,4.0,0.0,24200.0,0.0,0.0,0.0
131,0C330F30E3EE41B411895FFA83619CAE,2020-08-18,1,1,1,1,1,1,1,4.0,0.0,31000.0,0.0,0.0,0.0
132,0C6B074175705F434E69A67263BAA02E,2020-08-18,1,1,1,1,1,1,1,4.0,0.0,19500.0,1.0,5.0,0.0
133,0C6B074175705F434E69A67263BAA02E,2020-09-02,1,1,1,1,1,1,1,6.0,0.0,17900.0,0.0,0.0,0.0
134,0D46AC9C21DB3FF7C2E707B2D53688B8,2020-08-21,1,1,1,1,1,1,1,2.0,0.0,16400.0,0.0,0.0,0.0
135,0D46AC9C21DB3FF7C2E707B2D53688B8,2020-09-10,1,1,1,1,1,1,1,1.0,1.0,18000.0,0.0,0.0,0.0
136,0D46AC9C21DB3FF7C2E707B2D53688B8,2020-09-12,1,1,1,1,1,1,1,1.0,1.0,20500.0,0.0,0.0,0.0
137,0D59A52FAAD4E47052490E9B6C27DB47,2020-09-08,1,1,1,1,1,1,1,2.0,0.0,11000.0,0.0,0.0,0.0
138,0D610629FD9B3D39E380F570CDEB649C,2020-09-09,1,1,1,1,1,1,1,6.0,0.0,13500.0,0.0,0.0,0.0
139,0D610629FD9B3D39E380F570CDEB649C,2020-09-13,1,1,1,1,1,1,1,4.0,0.0,13000.0,0.0,0.0,0.0
140,0D765A5DC6E59A60B73A14F03D6AF310,2020-08-21,1,1,1,1,1,1,1,5.0,1.0,11500.0,0.0,0.0,0.0
141,0D93DCEA3F9DD2E44D6F251ECA01F88F,2020-08-16,1,1,1,1,1,1,1,2.0,1.0,24000.0,0.0,0.0,0.0
142,0DA84E37B4A7C0B3C8A37120EA494511,2020-08-23,1,1,1,1,1,1,1,3.0,0.0,16300.0,0.0,0.0,0.0
143,0DAE7385BE14B14A319367E8CF4FC957,2020-08-16,1,1,1,1,1,1,1,1.0,0.0,28000.0,1.0,5.0,0.0
144,0DAE7385BE14B14A319367E8CF4FC957,2020-08-17,1,1,1,1,1,1,1,1.0,0.0,16900.0,1.0,5.0,1.0
145,0DAE7385BE14B14A319367E8CF4FC957,2020-08-18,1,1,1,1,1,1,1,7.0,0.0,43500.0,0.0,0.0,0.0
146,0DAE7385BE14B14A319367E8CF4FC957,2020-09-03,1,1,1,1,1,1,1,1.0,0.0,28000.0,0.0,0.0,0.0
147,0DC4ECE9DCF103EBC6BBE2EA24365E5F,2020-08-17,1,1,1,1,1,1,1,6.0,0.0,33900.0,0.0,0.0,0.0
148,0DC4ECE9DCF103EBC6BBE2EA24365E5F,2020-09-04,1,1,1,1,1,1,1,3.0,0.0,15500.0,0.0,0.0,0.0
149,0DE67B81A430973246E8263F9CA1925A,2020-09-09,1,1,1,1,1,1,1,4.0,0.0,13000.0,0.0,0.0,0.0
150,0DFEAD03B948128349EAF4DE024F9F50,2020-08-26,1,1,1,1,1,1,1,3.0,1.0,13000.0,0.0,0.0,0.0
151,0DFEAD03B948128349EAF4DE024F9F50,2020-09-04,1,1,1,1,1,1,1,4.0,1.0,15300.0,0.0,0.0,0.0
152,0DFEAD03B948128349EAF4DE024F9F50,2020-09-09,1,1,1,1,1,1,1,5.0,1.0,20800.0,0.0,0.0,0.0
153,0E01ED314EC1D0135DE0BA601E9C2079,2020-09-09,1,1,1,1,1,1,1,10.0,0.0,42700.0,0.0,0.0,0.0
154,0E1507C1A5D14FF407E545C0A9995C41,2020-08-23,1,1,1,1,1,1,1,7.0,0.0,17500.0,0.0,0.0,0.0
155,0E1507C1A5D14FF407E545C0A9995C41,2020-08-28,1,1,1,1,1,1,1,6.0,0.0,16500.0,0.0,0.0,0.0
156,0E1507C1A5D14FF407E545C0A9995C41,2020-09-03,1,1,1,1,1,1,1,6.0,0.0,15000.0,0.0,0.0,0.0
157,0E1507C1A5D14FF407E545C0A9995C41,2020-09-15,1,1,1,1,1,1,1,6.0,0.0,15500.0,0.0,0.0,0.0
158,0E16C1C0A2158E94190120961D4B6DAE,2020-08-30,1,1,1,1,1,1,1,1.0,0.0,25000.0,1.0,5.0,0.0
159,0E2ADF44E90B7FA102551594A63B43C6,2020-08-29,1,1,1,1,1,1,1,3.0,0.0,14300.0,0.0,0.0,0.0
160,0E60E7011C79B6C04E1ED00310F25251,2020-08-22,1,1,1,1,1,1,1,1.0,0.0,25000.0,0.0,0.0,0.0
161,0E60E7011C79B6C04E1ED00310F25251,2020-09-10,1,1,1,1,1,1,1,1.0,1.0,28000.0,1.0,5.0,1.0
162,0E8B3C722B1F374E74BA3FBE3AF79814,2020-08-23,1,1,1,1,1,1,1,1.0,0.0,26000.0,0.0,0.0,0.0
163,0E9746281D5A8DAEA7CFD397B741976F,2020-08-23,1,1,1,1,1,1,1,1.0,0.0,28000.0,0.0,0.0,0.0
164,0E9746281D5A8DAEA7CFD397B741976F,2020-08-26,1,1,1,1,1,1,1,1.0,0.0,15000.0,0.0,0.0,0.0
165,0E9746281D5A8DAEA7CFD397B741976F,2020-09-03,1,1,1,1,1,1,1,1.0,1.0,21400.0,1.0,5.0,1.0
166,0E9746281D5A8DAEA7CFD397B741976F,2020-09-13,1,1,1,1,1,1,1,2.0,0.0,34000.0,0.0,0.0,0.0
167,0E975934FD6CEAE169D2E0DBF8338741,2020-08-22,1,1,1,1,1,1,1,2.0,0.0,16000.0,0.0,0.0,0.0
168,0F00E109F13003F075A474DC820599A8,2020-09-09,1,1,1,1,1,1,1,2.0,0.0,34000.0,0.0,0.0,0.0
169,0F0DD2613C117C2F7A8B418A37856E03,2020-09-13,1,1,1,1,1,1,1,2.0,0.0,45000.0,0.0,0.0,0.0
170,0F3809A821CFA3C6088DC52F63B08E21,2020-08-21,1,1,1,1,1,1,1,3.0,0.0,16500.0,0.0,0.0,0.0
171,0F543E2518E45AE1F3454E569B2B79F7,2020-08-30,1,1,1,1,1,1,1,2.0,0.0,13000.0,0.0,0.0,0.0
172,0F7088C7F263D050EB037A613C3D9F6D,2020-08-30,1,1,1,1,1,1,1,2.0,0.0,21500.0,1.0,5.0,1.0
173,0F7088C7F263D050EB037A613C3D9F6D,2020-09-06,1,1,1,1,1,1,1,2.0,1.0,17000.0,0.0,0.0,0.0
174,0F833EDA3259562245EDEA40283CEC5D,2020-09-05,1,1,1,1,1,1,1,3.0,0.0,27000.0,0.0,0.0,0.0
175,0F889F575F26A71F050071A7AAF09103,2020-08-27,1,1,1,1,1,1,1,3.0,0.0,10000.0,0.0,0.0,0.0
176,0FECD8184B301AC189D2D645C462FB73,2020-08-21,1,1,1,1,1,1,1,1.0,0.0,19000.0,0.0,0.0,0.0
177,0FECD8184B301AC189D2D645C462FB73,2020-09-06,1,1,1,1,1,1,1,2.0,0.0,27000.0,0.0,0.0,0.0
178,0FF99A5BC2D514BDEDB66984A59D85F2,2020-09-05,1,1,1,1,1,1,1,3.0,1.0,10600.0,0.0,0.0,0.0
179,1022D3C3D0193504C736BEF3E779A16E,2020-09-06,1,1,1,1,1,1,1,1.0,1.0,19000.0,1.0,5.0,1.0
180,102BEF32CAE270ED927ECEA49E9453CC,2020-08-22,1,1,1,1,1,1,1,1.0,0.0,13000.0,0.0,0.0,0.0
181,1060816ACB3A007731074594942CAD1F,2020-08-25,1,1,1,1,1,1,1,2.0,1.0,4300.0,1.0,5.0,1.0
182,10647D8CFAFE71AE1E8B0721FF6498F0,2020-08-23,1,1,1,1,1,1,1,1.0,0.0,19900.0,0.0,0.0,0.0
183,1076D971196D9965D400138968BE0D23,2020-09-07,1,1,1,1,1,1,1,2.0,0.0,37000.0,0.0,0.0,0.0
184,10880EF6D44982DB383895E04749F784,2020-09-11,1,1,1,1,1,1,1,2.0,0.0,18000.0,0.0,0.0,0.0
185,10996D33CC3D6FB51BC0DC3252A8507C,2020-09-09,1,1,1,1,1,1,1,1.0,0.0,29900.0,0.0,0.0,0.0
186,10B7885EE405D371F0950B975ACAF0C7,2020-09-08,1,1,1,1,1,1,1,3.0,1.0,20000.0,0.0,0.0,0.0
187,10F680224FC40ABCCD2D2DF4FE34A63C,2020-08-17,1,1,1,1,1,1,1,1.0,0.0,17000.0,0.0,0.0,0.0
188,111EE68DA1CB1B38A20D2144C47A42E2,2020-08-23,1,1,1,1,1,1,1,1.0,1.0,26000.0,0.0,0.0,0.0
189,11294AF3413EB51022011AE973723A84,2020-09-08,1,1,1,1,1,1,1,1.0,0.0,18000.0,0.0,0.0,0.0
190,117B67EF15A2452E0897015AC216418F,2020-08-24,1,1,1,1,1,1,1,2.0,0.0,17000.0,0.0,0.0,0.0
191,117B67EF15A2452E0897015AC216418F,2020-08-26,1,1,1,1,1,1,1,2.0,0.0,20000.0,0.0,0.0,0.0
192,119C4C465F31C46C48FAE86D9ECE8454,2020-08-30,1,1,1,1,1,1,1,3.0,0.0,8500.0,0.0,0.0,0.0
193,11B2339E174D737F00ECB6096BE30BA5,2020-09-15,1,1,1,1,1,1,1,1.0,0.0,39000.0,1.0,5.0,1.0
