,shop_no,ord_dt,abuse_yn
88,00512FC0B2E81ACCE8CC9429A3864A2C,2020-09-13,0.0021525443272793062
89,00512FC0B2E81ACCE8CC9429A3864A2C,2020-09-15,0.00324310898931407
90,005151B2087A08A40DE3A3B39C9C99C7,2020-09-11,0.0021691333983485327
91,005151B2087A08A40DE3A3B39C9C99C7,2020-09-12,0.002150973392518963
92,005151B2087A08A40DE3A3B39C9C99C7,2020-09-13,0.0022240726121518038
93,005151B2087A08A40DE3A3B39C9C99C7,2020-09-15,0.0018681664664938185
94,005D6B4E174E6D634FF2D4C30EEE12B3,2020-09-11,0.0022218781371327397
95,005D6B4E174E6D634FF2D4C30EEE12B3,2020-09-12,0.0017752638015898184
96,005D6B4E174E6D634FF2D4C30EEE12B3,2020-09-13,0.0016973478542994939
97,005D6B4E174E6D634FF2D4C30EEE12B3,2020-09-14,0.0023681345801434186
98,005D6B4E174E6D634FF2D4C30EEE12B3,2020-09-15,0.0022597376648570153
99,0061BB22F2099DBADC13036F6124878D,2020-09-11,0.0030360791224824752
100,0061BB22F2099DBADC13036F6124878D,2020-09-12,0.0024175876063990288
101,0061BB22F2099DBADC13036F6124878D,2020-09-14,0.00230377942506892
102,0061BB22F2099DBADC13036F6124878D,2020-09-15,0.00845490740444246
103,00623F868E85A91D1F88B153409CDC26,2020-09-11,0.002013407843967045
104,00623F868E85A91D1F88B153409CDC26,2020-09-12,0.0012869085210532195
105,00623F868E85A91D1F88B153409CDC26,2020-09-13,0.0027338554428194863
106,00623F868E85A91D1F88B153409CDC26,2020-09-14,0.0022351223255737884
107,00623F868E85A91D1F88B153409CDC26,2020-09-15,0.001676118483630484
108,006273DEDAC44C2205824A42A4D972F4,2020-09-11,0.002078935158055031
109,006273DEDAC44C2205824A42A4D972F4,2020-09-12,0.002042610312750475
110,006273DEDAC44C2205824A42A4D972F4,2020-09-13,0.003142187306664193
111,006273DEDAC44C2205824A42A4D972F4,2020-09-14,0.0018318585389482205
112,006273DEDAC44C2205824A42A4D972F4,2020-09-15,0.0032347153640484194
113,0063964F670799DF827AEA45337174C3,2020-09-11,0.005980815665327846
114,0063964F670799DF827AEA45337174C3,2020-09-12,0.002004791871012239
115,0063964F670799DF827AEA45337174C3,2020-09-13,0.004434653337743706
116,0063964F670799DF827AEA45337174C3,2020-09-14,0.0028629838632970063
117,0063964F670799DF827AEA45337174C3,2020-09-15,0.0024969923164776166
118,006955FE972C789EC836A45DB1A2291F,2020-09-11,0.002356983360167688
119,006955FE972C789EC836A45DB1A2291F,2020-09-12,0.00436433104740261
120,006955FE972C789EC836A45DB1A2291F,2020-09-14,0.0031717958016626037
121,006955FE972C789EC836A45DB1A2291F,2020-09-15,0.002931645796437554
122,0072F6F7E574F94FE8D82832A4F1A9F6,2020-09-11,0.002832691407472169
123,0072F6F7E574F94FE8D82832A4F1A9F6,2020-09-12,0.003489269632614464
124,0072F6F7E574F94FE8D82832A4F1A9F6,2020-09-15,0.0025566491682073346
125,0075D340091A0CA21F3F71971A48F3DA,2020-09-11,0.001932743969257474
126,0075D340091A0CA21F3F71971A48F3DA,2020-09-12,0.002790152910984778
127,0075D340091A0CA21F3F71971A48F3DA,2020-09-13,0.0021148515603218974
128,0075D340091A0CA21F3F71971A48F3DA,2020-09-14,0.0022972926729200554
129,0075D340091A0CA21F3F71971A48F3DA,2020-09-15,0.001967203027431284
130,0076F77CB7891395303408543B03763A,2020-09-11,0.004196985409439999
131,0076F77CB7891395303408543B03763A,2020-09-12,0.0022742289338155064
132,0076F77CB7891395303408543B03763A,2020-09-13,0.003735497946950689
133,007F0A83249E9E3629D352888176D5CD,2020-09-11,0.004143614713574363
134,007F0A83249E9E3629D352888176D5CD,2020-09-12,0.0034394855016478274
135,007F0A83249E9E3629D352888176D5CD,2020-09-13,0.003077041850564106
136,007F0A83249E9E3629D352888176D5CD,2020-09-14,0.00365335014309827
137,007F0A83249E9E3629D352888176D5CD,2020-09-15,0.0006150003894726811
138,0083CE322BF1517FFFAABC0FC9C0EDF5,2020-09-11,0.0020835561230731488
139,0083CE322BF1517FFFAABC0FC9C0EDF5,2020-09-12,0.002651006760381684
140,0083CE322BF1517FFFAABC0FC9C0EDF5,2020-09-14,0.003955039704942741
141,0083CE322BF1517FFFAABC0FC9C0EDF5,2020-09-15,0.0028111599339646315
142,008567F37957B009580E789C3B0DAE1A,2020-09-11,0.0019523927378753076
143,008567F37957B009580E789C3B0DAE1A,2020-09-12,0.002187058972375405
144,008567F37957B009580E789C3B0DAE1A,2020-09-13,0.0022365990042485114
145,008567F37957B009580E789C3B0DAE1A,2020-09-14,0.002432103043584602
146,008567F37957B009580E789C3B0DAE1A,2020-09-15,0.002493910867524636
147,0085868D0017DD7E2902E1D19E8FDB37,2020-09-11,0.0033257280735945914
148,0085868D0017DD7E2902E1D19E8FDB37,2020-09-12,0.002210963765782415
149,0085868D0017DD7E2902E1D19E8FDB37,2020-09-13,0.0019395473251811147
150,0085868D0017DD7E2902E1D19E8FDB37,2020-09-14,0.0022859553575957925
151,0085868D0017DD7E2902E1D19E8FDB37,2020-09-15,0.0058697215758990685
152,0086E145178E4C73D702725834508727,2020-09-11,0.001487637731084483
153,0086E145178E4C73D702725834508727,2020-09-12,0.00399926514368047
154,0086E145178E4C73D702725834508727,2020-09-13,0.003275617671562345
155,0086E145178E4C73D702725834508727,2020-09-14,0.0033443206906889323
156,0086E145178E4C73D702725834508727,2020-09-15,0.0035933911885300245
157,0090A13497A0219FFF9155E40E152F37,2020-09-11,0.004078713356567806
158,0090A13497A0219FFF9155E40E152F37,2020-09-12,0.0040129322760954576
159,0090A13497A0219FFF9155E40E152F37,2020-09-14,0.004951104182263371
160,0090A13497A0219FFF9155E40E152F37,2020-09-15,0.0026648914068404116
161,0093EEE3360463F14F7A8BF728A77AF3,2020-09-11,0.002981664359206888
162,0093EEE3360463F14F7A8BF728A77AF3,2020-09-12,0.0033610692720569017
163,0093EEE3360463F14F7A8BF728A77AF3,2020-09-13,0.0027009093156610234
164,0093EEE3360463F14F7A8BF728A77AF3,2020-09-14,0.002849000127107242
165,0093EEE3360463F14F7A8BF728A77AF3,2020-09-15,0.0036694101049558115
166,0095CC48FC57486F88DAA52AB85FCC28,2020-09-11,0.002065492509027162
167,0095CC48FC57486F88DAA52AB85FCC28,2020-09-12,0.005135198120469205
168,0095CC48FC57486F88DAA52AB85FCC28,2020-09-13,0.005664760228180965
169,0095CC48FC57486F88DAA52AB85FCC28,2020-09-14,0.0016833568676416046
170,0095CC48FC57486F88DAA52AB85FCC28,2020-09-15,0.0027518051850734413
171,009CDEAC495EE64BB9C1ED5B42BAF631,2020-09-11,0.0032391719851223777
172,009CDEAC495EE64BB9C1ED5B42BAF631,2020-09-12,0.002289715933729784
173,009CDEAC495EE64BB9C1ED5B42BAF631,2020-09-13,0.0021867665368277105
174,009CDEAC495EE64BB9C1ED5B42BAF631,2020-09-14,0.0028310866371939105
175,009CDEAC495EE64BB9C1ED5B42BAF631,2020-09-15,0.0022126531248554612
176,00A0CFD52FD698DF84CE2143490CF275,2020-09-11,0.0018015805840596326
177,00A0CFD52FD698DF84CE2143490CF275,2020-09-12,0.002694519236420488
178,00A0CFD52FD698DF84CE2143490CF275,2020-09-13,0.0020864538935003057
179,00A0CFD52FD698DF84CE2143490CF275,2020-09-14,0.0023369527335619558
180,00A0CFD52FD698DF84CE2143490CF275,2020-09-15,0.0016512179592676872
181,00A68E7811F7B9973395A28C996292C2,2020-09-11,0.005616883251455861
182,00A68E7811F7B9973395A28C996292C2,2020-09-12,0.004109573765729076
183,00A68E7811F7B9973395A28C996292C2,2020-09-13,0.0032905971387078964
184,00A68E7811F7B9973395A28C996292C2,2020-09-14,0.003072761657547847
185,00A68E7811F7B9973395A28C996292C2,2020-09-15,0.003973313301439597
186,00AA97C07F13265F9AD595F2FBE2855C,2020-09-11,0.00399854493051342
187,00AA97C07F13265F9AD595F2FBE2855C,2020-09-12,0.004642623348608799
188,00AA97C07F13265F9AD595F2FBE2855C,2020-09-13,0.004579947885316514
189,00AA97C07F13265F9AD595F2FBE2855C,2020-09-14,0.002061546118669384
190,00AA97C07F13265F9AD595F2FBE2855C,2020-09-15,0.00370098330185459
191,00ACCC7F288DFDAD8398E225F138CBD7,2020-09-11,0.003544457779156682
192,00ACCC7F288DFDAD8398E225F138CBD7,2020-09-12,0.0024795549406378056
193,00ACCC7F288DFDAD8398E225F138CBD7,2020-09-13,0.00322666009396192
194,00ACCC7F288DFDAD8398E225F138CBD7,2020-09-14,0.0021339734615893396
195,00ACCC7F288DFDAD8398E225F138CBD7,2020-09-15,0.0054728841208546595
196,00B1A4FF6BBB65C0543D5AFA220D1FD4,2020-09-11,0.0023993430117746706
197,00B1A4FF6BBB65C0543D5AFA220D1FD4,2020-09-12,0.0025549743100705376
198,00B1A4FF6BBB65C0543D5AFA220D1FD4,2020-09-14,0.0038186076462409795
199,00B1A4FF6BBB65C0543D5AFA220D1FD4,2020-09-15,0.002531589133545795
200,00B6CE206FFB9A69FA0778AE13105731,2020-09-13,0.002944822313842773
201,00B6CE206FFB9A69FA0778AE13105731,2020-09-15,0.0022495290057374913
202,00B8591C8D2C0AC4524C5427A160A25C,2020-09-11,0.0021874577481222615
203,00B8591C8D2C0AC4524C5427A160A25C,2020-09-12,0.0028076579578604197
204,00B8591C8D2C0AC4524C5427A160A25C,2020-09-14,0.0023216929149822508
205,00B8591C8D2C0AC4524C5427A160A25C,2020-09-15,0.00264594593363067
206,00B87521CB9DC7E44CFF7B316FE14879,2020-09-11,0.0027296260030801006
207,00B87521CB9DC7E44CFF7B316FE14879,2020-09-13,0.0025516125096834027
208,00B87521CB9DC7E44CFF7B316FE14879,2020-09-15,0.0027296260030801006
209,00C344D0A1CCA44320B50A4938AE14C9,2020-09-12,0.0027369658936449662
210,00C344D0A1CCA44320B50A4938AE14C9,2020-09-14,0.0034947848220346234
211,00C72150B90CD4D00F6D126BC07F3855,2020-09-11,0.0026795977730199342
212,00C72150B90CD4D00F6D126BC07F3855,2020-09-12,0.0022974594336869227
213,00C72150B90CD4D00F6D126BC07F3855,2020-09-13,0.002577138991127629
214,00C72150B90CD4D00F6D126BC07F3855,2020-09-14,0.0028405920009053416
215,00C72150B90CD4D00F6D126BC07F3855,2020-09-15,0.0031703795435555865
216,00CCD8D0FB0949BBCA8C2CA6F2FA72BF,2020-09-11,0.0038546062204799256
217,00CCD8D0FB0949BBCA8C2CA6F2FA72BF,2020-09-12,0.003978746318887677
218,00CCD8D0FB0949BBCA8C2CA6F2FA72BF,2020-09-13,0.003078663538601322
219,00CCD8D0FB0949BBCA8C2CA6F2FA72BF,2020-09-14,0.00128825227447899
220,00CCD8D0FB0949BBCA8C2CA6F2FA72BF,2020-09-15,0.0019042423790594284
221,00CF2B93F8602CA4E0EEA28A8A015274,2020-09-11,0.002348116037651227
222,00CF2B93F8602CA4E0EEA28A8A015274,2020-09-12,0.0022980056356189807
223,00CF2B93F8602CA4E0EEA28A8A015274,2020-09-13,0.001826703456111586
224,00CF2B93F8602CA4E0EEA28A8A015274,2020-09-14,0.0019715412241925394
225,00CF2B93F8602CA4E0EEA28A8A015274,2020-09-15,0.0019127955146238213
226,00CF2E3DB581DB189994A5A5FDAAD06C,2020-09-11,0.0024956920658605946
227,00CF2E3DB581DB189994A5A5FDAAD06C,2020-09-12,0.0026705781906728545
228,00CF2E3DB581DB189994A5A5FDAAD06C,2020-09-13,0.002905275843868158
229,00CF2E3DB581DB189994A5A5FDAAD06C,2020-09-14,0.0019137211577210697
230,00CF2E3DB581DB189994A5A5FDAAD06C,2020-09-15,0.0030048102702835166
231,00DA67835F0F5DB445C196B4FE1BBD36,2020-09-11,0.0035186243612285117
232,00DA67835F0F5DB445C196B4FE1BBD36,2020-09-12,0.0022859553575957925
233,00DA67835F0F5DB445C196B4FE1BBD36,2020-09-14,0.0037956381632220505
234,00DA67835F0F5DB445C196B4FE1BBD36,2020-09-15,0.0024659506456132315
235,00DC20C2717A255F9FB63865F3E1728C,2020-09-11,0.0033056394432438613
236,00DC20C2717A255F9FB63865F3E1728C,2020-09-12,0.003855232177561354
237,00DC20C2717A255F9FB63865F3E1728C,2020-09-13,0.002053879957038908
238,00DC20C2717A255F9FB63865F3E1728C,2020-09-15,0.002225682216075479
239,00E3C4BD6967591A260F6CFB8ACDF1D3,2020-09-11,0.0031847717227830403
240,00E3C4BD6967591A260F6CFB8ACDF1D3,2020-09-12,0.002454956519113536
241,0101A8BBDBEB81A304D469DE7E8CECFE,2020-09-11,0.002291272367553878
242,0101A8BBDBEB81A304D469DE7E8CECFE,2020-09-12,0.002134364986868071
243,0101A8BBDBEB81A304D469DE7E8CECFE,2020-09-13,0.0029434084725584635
244,0101F0F5A2AF550C5639D805D7E67FF4,2020-09-11,0.00282409235227632
245,0101F0F5A2AF550C5639D805D7E67FF4,2020-09-12,0.001985590214595426
246,0101F0F5A2AF550C5639D805D7E67FF4,2020-09-13,0.003542036122803045
247,0101F0F5A2AF550C5639D805D7E67FF4,2020-09-14,0.002438297360185771
248,0101F0F5A2AF550C5639D805D7E67FF4,2020-09-15,0.0016892224963544562
249,01048830258A4702917C26FF5AADEE0A,2020-09-11,0.0042151357479787354
250,01048830258A4702917C26FF5AADEE0A,2020-09-12,0.004537029947663931
251,01048830258A4702917C26FF5AADEE0A,2020-09-13,0.002754526527442898
252,01048830258A4702917C26FF5AADEE0A,2020-09-14,0.002626524346347409
253,010CA0F6D7F731234C45CF6DC6DB7F8B,2020-09-11,0.00330956678014472
254,010CA0F6D7F731234C45CF6DC6DB7F8B,2020-09-12,0.004046787128592212
255,010CA0F6D7F731234C45CF6DC6DB7F8B,2020-09-13,0.003051401778452593
256,010CA0F6D7F731234C45CF6DC6DB7F8B,2020-09-14,0.002557685985149161
257,010CA0F6D7F731234C45CF6DC6DB7F8B,2020-09-15,0.0022770010294618356
258,0118BA0A6754A776A8E398277CE4CCE1,2020-09-11,0.0018995054065513157
259,0118BA0A6754A776A8E398277CE4CCE1,2020-09-12,0.004143532541602283
260,0118BA0A6754A776A8E398277CE4CCE1,2020-09-13,0.003497462661595332
261,0118BA0A6754A776A8E398277CE4CCE1,2020-09-15,0.004603328228195839
262,011B056DCB0115D448549A12000FFDC5,2020-09-11,0.002934514564992212
263,011B056DCB0115D448549A12000FFDC5,2020-09-12,0.002660284942758543
264,011B056DCB0115D448549A12000FFDC5,2020-09-13,0.0022412127187985045
265,011B056DCB0115D448549A12000FFDC5,2020-09-14,0.002757750568935664
266,011B056DCB0115D448549A12000FFDC5,2020-09-15,0.0033739533539144254
267,0128E70D258F6486BEC91215BEE1A636,2020-09-11,0.00257747734630678
268,0128E70D258F6486BEC91215BEE1A636,2020-09-12,0.004710973511619985
269,0128E70D258F6486BEC91215BEE1A636,2020-09-13,0.0019805076364400377
270,0128E70D258F6486BEC91215BEE1A636,2020-09-14,0.00076454371136654
271,0128E70D258F6486BEC91215BEE1A636,2020-09-15,0.003936722605637137
272,012A09043F539372166DB949A4AAAA0E,2020-09-11,0.0019774938585228868
273,012A09043F539372166DB949A4AAAA0E,2020-09-12,0.0025195702742178143
274,012A09043F539372166DB949A4AAAA0E,2020-09-13,0.0024599327570697617
275,012A09043F539372166DB949A4AAAA0E,2020-09-14,0.0021716203089152918
276,012A09043F539372166DB949A4AAAA0E,2020-09-15,0.0022937544444752204
277,012DE79EC537C3A6110EE490761F5D28,2020-09-11,0.0018046596161899056
278,012DE79EC537C3A6110EE490761F5D28,2020-09-12,0.0023252456443633358
279,012DE79EC537C3A6110EE490761F5D28,2020-09-14,0.003042737469043623
280,012DE79EC537C3A6110EE490761F5D28,2020-09-15,0.0041130491567834965
281,012F3A54E4C33BE7FC00C53D6E92D98D,2020-09-11,0.0019497487338325143
282,012F3A54E4C33BE7FC00C53D6E92D98D,2020-09-12,0.002668171035255467
283,012F3A54E4C33BE7FC00C53D6E92D98D,2020-09-13,0.001869135612399815
284,012F3A54E4C33BE7FC00C53D6E92D98D,2020-09-14,0.002157740496101981
285,012F3A54E4C33BE7FC00C53D6E92D98D,2020-09-15,0.002042170451017579
286,013E3400A549F5E140B7D12AD8C4C223,2020-09-11,0.0029342825500122223
287,013E3400A549F5E140B7D12AD8C4C223,2020-09-12,0.00199176519661493
288,013E3400A549F5E140B7D12AD8C4C223,2020-09-13,0.0022143424839285077
289,013E3400A549F5E140B7D12AD8C4C223,2020-09-14,0.002421406186278017
290,013E3400A549F5E140B7D12AD8C4C223,2020-09-15,0.0018251881082735318
291,013F6AAB0DC495CACE28BA13D92ABFFE,2020-09-12,0.002291272367553878
292,0140A8994B8C2C865DE7C68E3285FD1D,2020-09-11,0.0035588282069797614
293,0140A8994B8C2C865DE7C68E3285FD1D,2020-09-12,0.002898025375743497
294,0140A8994B8C2C865DE7C68E3285FD1D,2020-09-13,0.0036057919058459045
295,0140A8994B8C2C865DE7C68E3285FD1D,2020-09-14,0.004525351860337809
296,0140A8994B8C2C865DE7C68E3285FD1D,2020-09-15,0.002533075479511351
297,0142B2989850D3CE9EDFC394BA4637A1,2020-09-11,0.0032804996534329506
298,0142B2989850D3CE9EDFC394BA4637A1,2020-09-12,0.0038978915151841567
299,0142B2989850D3CE9EDFC394BA4637A1,2020-09-14,0.0025453215201739045
300,0142B2989850D3CE9EDFC394BA4637A1,2020-09-15,0.0015834478337064728
301,01472EE074AE1F1F04A0AF7DECC540F1,2020-09-11,0.0027363157683364557
302,01472EE074AE1F1F04A0AF7DECC540F1,2020-09-12,0.0032687853137662055
303,01472EE074AE1F1F04A0AF7DECC540F1,2020-09-14,0.0032144164701220744
304,01472EE074AE1F1F04A0AF7DECC540F1,2020-09-15,0.002897087648532707
305,014777597D90B299DF8539A5EDA2D4EA,2020-09-11,0.0021853768637704832
306,014777597D90B299DF8539A5EDA2D4EA,2020-09-12,0.002300552966753445
307,014BB87E0D764523CCEC8CFD06007A5C,2020-09-11,0.0020538098691803694
308,015603B4188A5682128C2E7A598F7475,2020-09-11,0.0025172283730135483
309,015603B4188A5682128C2E7A598F7475,2020-09-12,0.0038829217153294386
310,015603B4188A5682128C2E7A598F7475,2020-09-13,0.0024454729068064786
311,015603B4188A5682128C2E7A598F7475,2020-09-14,0.004722397832561744
312,015603B4188A5682128C2E7A598F7475,2020-09-15,0.0032375212952126635
313,015A5701D69704ECFE740239F8B90E81,2020-09-11,0.002291272367553878
314,015A5701D69704ECFE740239F8B90E81,2020-09-13,0.002314200764586767
315,015A5701D69704ECFE740239F8B90E81,2020-09-14,0.0018715766033351182
316,015A5701D69704ECFE740239F8B90E81,2020-09-15,0.0030103641288670075
317,015B101C6F192798F1EE77F5F446EBD8,2020-09-11,0.003080164385503127
318,015B101C6F192798F1EE77F5F446EBD8,2020-09-12,0.0027829531961369885
319,015B101C6F192798F1EE77F5F446EBD8,2020-09-13,0.002122653064024034
320,015B101C6F192798F1EE77F5F446EBD8,2020-09-14,0.0018946137573898772
321,015B101C6F192798F1EE77F5F446EBD8,2020-09-15,0.004062465057500439
322,015CC9EAF4CF1B1D77D0CAF773108593,2020-09-11,0.0023175698154420266
323,015CC9EAF4CF1B1D77D0CAF773108593,2020-09-12,0.0044362097715678
324,015CC9EAF4CF1B1D77D0CAF773108593,2020-09-13,0.0025579325010654
325,015CC9EAF4CF1B1D77D0CAF773108593,2020-09-14,0.0021724637800404605
326,015CC9EAF4CF1B1D77D0CAF773108593,2020-09-15,0.0021757554925690573
327,01669F9D040C35A18962956D249D61A7,2020-09-11,0.0023889144217886992
328,01669F9D040C35A18962956D249D61A7,2020-09-12,0.0022776245697205557
329,01669F9D040C35A18962956D249D61A7,2020-09-13,0.0016147021849691817
330,01669F9D040C35A18962956D249D61A7,2020-09-14,0.004395234959372628
331,01669F9D040C35A18962956D249D61A7,2020-09-15,0.002606322125329393
332,016B6413E291F5AC08E831AE358400DB,2020-09-11,0.0024541879694923215
333,016B6413E291F5AC08E831AE358400DB,2020-09-12,0.002191650935521024
334,016B6413E291F5AC08E831AE358400DB,2020-09-13,0.0023709912645845346
335,016B6413E291F5AC08E831AE358400DB,2020-09-14,0.0023801196039534844
336,016B6413E291F5AC08E831AE358400DB,2020-09-15,0.0023508518809569326
337,01713B31F2DADB81B4248A13ADDDEABE,2020-09-11,0.00268579692326652
338,01713B31F2DADB81B4248A13ADDDEABE,2020-09-13,0.001911161742473064
339,01713B31F2DADB81B4248A13ADDDEABE,2020-09-14,0.0024659506456132315
340,01713B31F2DADB81B4248A13ADDDEABE,2020-09-15,0.002350264593038835
