shop_no,ord_dt,abuse_yn
0050BEAB6F574BCD4C7CB929395290EC,2020-09-11,0
0050BEAB6F574BCD4C7CB929395290EC,2020-09-12,0
0050BEAB6F574BCD4C7CB929395290EC,2020-09-13,0
0050BEAB6F574BCD4C7CB929395290EC,2020-09-14,0
00512FC0B2E81ACCE8CC9429A3864A2C,2020-09-12,0
00512FC0B2E81ACCE8CC9429A3864A2C,2020-09-13,0
00512FC0B2E81ACCE8CC9429A3864A2C,2020-09-15,0
005151B2087A08A40DE3A3B39C9C99C7,2020-09-11,0
005151B2087A08A40DE3A3B39C9C99C7,2020-09-12,0
005151B2087A08A40DE3A3B39C9C99C7,2020-09-13,0
005151B2087A08A40DE3A3B39C9C99C7,2020-09-15,0
005D6B4E174E6D634FF2D4C30EEE12B3,2020-09-11,0
005D6B4E174E6D634FF2D4C30EEE12B3,2020-09-12,0
005D6B4E174E6D634FF2D4C30EEE12B3,2020-09-13,0
005D6B4E174E6D634FF2D4C30EEE12B3,2020-09-14,0
005D6B4E174E6D634FF2D4C30EEE12B3,2020-09-15,0
0061BB22F2099DBADC13036F6124878D,2020-09-11,0
0061BB22F2099DBADC13036F6124878D,2020-09-12,0
0061BB22F2099DBADC13036F6124878D,2020-09-14,0
0061BB22F2099DBADC13036F6124878D,2020-09-15,0
00623F868E85A91D1F88B153409CDC26,2020-09-11,0
00623F868E85A91D1F88B153409CDC26,2020-09-12,0
00623F868E85A91D1F88B153409CDC26,2020-09-13,0
00623F868E85A91D1F88B153409CDC26,2020-09-14,0
00623F868E85A91D1F88B153409CDC26,2020-09-15,0
006273DEDAC44C2205824A42A4D972F4,2020-09-11,0
006273DEDAC44C2205824A42A4D972F4,2020-09-12,0
006273DEDAC44C2205824A42A4D972F4,2020-09-13,0
006273DEDAC44C2205824A42A4D972F4,2020-09-14,0
006273DEDAC44C2205824A42A4D972F4,2020-09-15,0
0063964F670799DF827AEA45337174C3,2020-09-11,0
0063964F670799DF827AEA45337174C3,2020-09-12,0
0063964F670799DF827AEA45337174C3,2020-09-13,0
0063964F670799DF827AEA45337174C3,2020-09-14,0
0063964F670799DF827AEA45337174C3,2020-09-15,0
006955FE972C789EC836A45DB1A2291F,2020-09-11,0
006955FE972C789EC836A45DB1A2291F,2020-09-12,0
006955FE972C789EC836A45DB1A2291F,2020-09-14,0
006955FE972C789EC836A45DB1A2291F,2020-09-15,0
0072F6F7E574F94FE8D82832A4F1A9F6,2020-09-11,0
0072F6F7E574F94FE8D82832A4F1A9F6,2020-09-12,0
0072F6F7E574F94FE8D82832A4F1A9F6,2020-09-15,0
0075D340091A0CA21F3F71971A48F3DA,2020-09-11,0
0075D340091A0CA21F3F71971A48F3DA,2020-09-12,0
0075D340091A0CA21F3F71971A48F3DA,2020-09-13,0
0075D340091A0CA21F3F71971A48F3DA,2020-09-14,0
0075D340091A0CA21F3F71971A48F3DA,2020-09-15,0
0076F77CB7891395303408543B03763A,2020-09-11,0
0076F77CB7891395303408543B03763A,2020-09-12,0
0076F77CB7891395303408543B03763A,2020-09-13,0
007F0A83249E9E3629D352888176D5CD,2020-09-11,0
007F0A83249E9E3629D352888176D5CD,2020-09-12,0
007F0A83249E9E3629D352888176D5CD,2020-09-13,0
007F0A83249E9E3629D352888176D5CD,2020-09-14,0
007F0A83249E9E3629D352888176D5CD,2020-09-15,0
0083CE322BF1517FFFAABC0FC9C0EDF5,2020-09-11,0
0083CE322BF1517FFFAABC0FC9C0EDF5,2020-09-12,0
0083CE322BF1517FFFAABC0FC9C0EDF5,2020-09-14,0
0083CE322BF1517FFFAABC0FC9C0EDF5,2020-09-15,0
008567F37957B009580E789C3B0DAE1A,2020-09-11,0
008567F37957B009580E789C3B0DAE1A,2020-09-12,0
008567F37957B009580E789C3B0DAE1A,2020-09-13,0
008567F37957B009580E789C3B0DAE1A,2020-09-14,0
008567F37957B009580E789C3B0DAE1A,2020-09-15,0
0085868D0017DD7E2902E1D19E8FDB37,2020-09-11,0
0085868D0017DD7E2902E1D19E8FDB37,2020-09-12,0
0085868D0017DD7E2902E1D19E8FDB37,2020-09-13,0
0085868D0017DD7E2902E1D19E8FDB37,2020-09-14,0
0085868D0017DD7E2902E1D19E8FDB37,2020-09-15,0
0086E145178E4C73D702725834508727,2020-09-11,0
0086E145178E4C73D702725834508727,2020-09-12,0
0086E145178E4C73D702725834508727,2020-09-13,0
0086E145178E4C73D702725834508727,2020-09-14,0
0086E145178E4C73D702725834508727,2020-09-15,0
0090A13497A0219FFF9155E40E152F37,2020-09-11,0
0090A13497A0219FFF9155E40E152F37,2020-09-12,0
0090A13497A0219FFF9155E40E152F37,2020-09-14,0
0090A13497A0219FFF9155E40E152F37,2020-09-15,0
0093EEE3360463F14F7A8BF728A77AF3,2020-09-11,0
0093EEE3360463F14F7A8BF728A77AF3,2020-09-12,0
0093EEE3360463F14F7A8BF728A77AF3,2020-09-13,0
0093EEE3360463F14F7A8BF728A77AF3,2020-09-14,0
0093EEE3360463F14F7A8BF728A77AF3,2020-09-15,0
0095CC48FC57486F88DAA52AB85FCC28,2020-09-11,0
0095CC48FC57486F88DAA52AB85FCC28,2020-09-12,0
0095CC48FC57486F88DAA52AB85FCC28,2020-09-13,0
0095CC48FC57486F88DAA52AB85FCC28,2020-09-14,0
0095CC48FC57486F88DAA52AB85FCC28,2020-09-15,0
009CDEAC495EE64BB9C1ED5B42BAF631,2020-09-11,0
009CDEAC495EE64BB9C1ED5B42BAF631,2020-09-12,0
009CDEAC495EE64BB9C1ED5B42BAF631,2020-09-13,0
009CDEAC495EE64BB9C1ED5B42BAF631,2020-09-14,0
009CDEAC495EE64BB9C1ED5B42BAF631,2020-09-15,0
00A0CFD52FD698DF84CE2143490CF275,2020-09-11,0
00A0CFD52FD698DF84CE2143490CF275,2020-09-12,0
00A0CFD52FD698DF84CE2143490CF275,2020-09-13,0
00A0CFD52FD698DF84CE2143490CF275,2020-09-14,0
00A0CFD52FD698DF84CE2143490CF275,2020-09-15,0
00A68E7811F7B9973395A28C996292C2,2020-09-11,0
00A68E7811F7B9973395A28C996292C2,2020-09-12,0
00A68E7811F7B9973395A28C996292C2,2020-09-13,0
00A68E7811F7B9973395A28C996292C2,2020-09-14,0
00A68E7811F7B9973395A28C996292C2,2020-09-15,0
00AA97C07F13265F9AD595F2FBE2855C,2020-09-11,0
00AA97C07F13265F9AD595F2FBE2855C,2020-09-12,0
00AA97C07F13265F9AD595F2FBE2855C,2020-09-13,0
00AA97C07F13265F9AD595F2FBE2855C,2020-09-14,0
00AA97C07F13265F9AD595F2FBE2855C,2020-09-15,0
00ACCC7F288DFDAD8398E225F138CBD7,2020-09-11,0
00ACCC7F288DFDAD8398E225F138CBD7,2020-09-12,0
00ACCC7F288DFDAD8398E225F138CBD7,2020-09-13,0
00ACCC7F288DFDAD8398E225F138CBD7,2020-09-14,0
00ACCC7F288DFDAD8398E225F138CBD7,2020-09-15,0
00B1A4FF6BBB65C0543D5AFA220D1FD4,2020-09-11,0
00B1A4FF6BBB65C0543D5AFA220D1FD4,2020-09-12,0
00B1A4FF6BBB65C0543D5AFA220D1FD4,2020-09-14,0
00B1A4FF6BBB65C0543D5AFA220D1FD4,2020-09-15,0
00B6CE206FFB9A69FA0778AE13105731,2020-09-13,0
00B6CE206FFB9A69FA0778AE13105731,2020-09-15,0
00B8591C8D2C0AC4524C5427A160A25C,2020-09-11,0
00B8591C8D2C0AC4524C5427A160A25C,2020-09-12,0
00B8591C8D2C0AC4524C5427A160A25C,2020-09-14,0
00B8591C8D2C0AC4524C5427A160A25C,2020-09-15,0
00B87521CB9DC7E44CFF7B316FE14879,2020-09-11,0
00B87521CB9DC7E44CFF7B316FE14879,2020-09-13,0
00B87521CB9DC7E44CFF7B316FE14879,2020-09-15,0
00C344D0A1CCA44320B50A4938AE14C9,2020-09-12,0
00C344D0A1CCA44320B50A4938AE14C9,2020-09-14,0
00C72150B90CD4D00F6D126BC07F3855,2020-09-11,0
00C72150B90CD4D00F6D126BC07F3855,2020-09-12,0
00C72150B90CD4D00F6D126BC07F3855,2020-09-13,0
00C72150B90CD4D00F6D126BC07F3855,2020-09-14,0
00C72150B90CD4D00F6D126BC07F3855,2020-09-15,0
00CCD8D0FB0949BBCA8C2CA6F2FA72BF,2020-09-11,0
00CCD8D0FB0949BBCA8C2CA6F2FA72BF,2020-09-12,0
00CCD8D0FB0949BBCA8C2CA6F2FA72BF,2020-09-13,0
00CCD8D0FB0949BBCA8C2CA6F2FA72BF,2020-09-14,0
00CCD8D0FB0949BBCA8C2CA6F2FA72BF,2020-09-15,0
00CF2B93F8602CA4E0EEA28A8A015274,2020-09-11,0
00CF2B93F8602CA4E0EEA28A8A015274,2020-09-12,0
00CF2B93F8602CA4E0EEA28A8A015274,2020-09-13,0
00CF2B93F8602CA4E0EEA28A8A015274,2020-09-14,0
00CF2B93F8602CA4E0EEA28A8A015274,2020-09-15,0
00CF2E3DB581DB189994A5A5FDAAD06C,2020-09-11,0
00CF2E3DB581DB189994A5A5FDAAD06C,2020-09-12,0
00CF2E3DB581DB189994A5A5FDAAD06C,2020-09-13,0
00CF2E3DB581DB189994A5A5FDAAD06C,2020-09-14,0
00CF2E3DB581DB189994A5A5FDAAD06C,2020-09-15,0
00DA67835F0F5DB445C196B4FE1BBD36,2020-09-11,0
00DA67835F0F5DB445C196B4FE1BBD36,2020-09-12,0
00DA67835F0F5DB445C196B4FE1BBD36,2020-09-14,0
00DA67835F0F5DB445C196B4FE1BBD36,2020-09-15,0
00DC20C2717A255F9FB63865F3E1728C,2020-09-11,0
00DC20C2717A255F9FB63865F3E1728C,2020-09-12,0
00DC20C2717A255F9FB63865F3E1728C,2020-09-13,0
00DC20C2717A255F9FB63865F3E1728C,2020-09-15,0
00E3C4BD6967591A260F6CFB8ACDF1D3,2020-09-11,0
00E3C4BD6967591A260F6CFB8ACDF1D3,2020-09-12,0
0101A8BBDBEB81A304D469DE7E8CECFE,2020-09-11,0
0101A8BBDBEB81A304D469DE7E8CECFE,2020-09-12,0
0101A8BBDBEB81A304D469DE7E8CECFE,2020-09-13,0
0101F0F5A2AF550C5639D805D7E67FF4,2020-09-11,0
0101F0F5A2AF550C5639D805D7E67FF4,2020-09-12,0
0101F0F5A2AF550C5639D805D7E67FF4,2020-09-13,0
0101F0F5A2AF550C5639D805D7E67FF4,2020-09-14,0
0101F0F5A2AF550C5639D805D7E67FF4,2020-09-15,0
01048830258A4702917C26FF5AADEE0A,2020-09-11,0
01048830258A4702917C26FF5AADEE0A,2020-09-12,0
01048830258A4702917C26FF5AADEE0A,2020-09-13,0
01048830258A4702917C26FF5AADEE0A,2020-09-14,0
010CA0F6D7F731234C45CF6DC6DB7F8B,2020-09-11,0
010CA0F6D7F731234C45CF6DC6DB7F8B,2020-09-12,0
010CA0F6D7F731234C45CF6DC6DB7F8B,2020-09-13,0
010CA0F6D7F731234C45CF6DC6DB7F8B,2020-09-14,0
010CA0F6D7F731234C45CF6DC6DB7F8B,2020-09-15,0
0118BA0A6754A776A8E398277CE4CCE1,2020-09-11,0
0118BA0A6754A776A8E398277CE4CCE1,2020-09-12,0
0118BA0A6754A776A8E398277CE4CCE1,2020-09-13,0
0118BA0A6754A776A8E398277CE4CCE1,2020-09-15,0
011B056DCB0115D448549A12000FFDC5,2020-09-11,0
011B056DCB0115D448549A12000FFDC5,2020-09-12,0
011B056DCB0115D448549A12000FFDC5,2020-09-13,0
011B056DCB0115D448549A12000FFDC5,2020-09-14,0
011B056DCB0115D448549A12000FFDC5,2020-09-15,0
0128E70D258F6486BEC91215BEE1A636,2020-09-11,0
0128E70D258F6486BEC91215BEE1A636,2020-09-12,0
0128E70D258F6486BEC91215BEE1A636,2020-09-13,0
0128E70D258F6486BEC91215BEE1A636,2020-09-14,0
0128E70D258F6486BEC91215BEE1A636,2020-09-15,0
012A09043F539372166DB949A4AAAA0E,2020-09-11,0
012A09043F539372166DB949A4AAAA0E,2020-09-12,0
012A09043F539372166DB949A4AAAA0E,2020-09-13,0
012A09043F539372166DB949A4AAAA0E,2020-09-14,0
012A09043F539372166DB949A4AAAA0E,2020-09-15,0
012DE79EC537C3A6110EE490761F5D28,2020-09-11,0
012DE79EC537C3A6110EE490761F5D28,2020-09-12,0
012DE79EC537C3A6110EE490761F5D28,2020-09-14,0
012DE79EC537C3A6110EE490761F5D28,2020-09-15,0
012F3A54E4C33BE7FC00C53D6E92D98D,2020-09-11,0
012F3A54E4C33BE7FC00C53D6E92D98D,2020-09-12,0
012F3A54E4C33BE7FC00C53D6E92D98D,2020-09-13,0
012F3A54E4C33BE7FC00C53D6E92D98D,2020-09-14,0
012F3A54E4C33BE7FC00C53D6E92D98D,2020-09-15,0
013E3400A549F5E140B7D12AD8C4C223,2020-09-11,0
013E3400A549F5E140B7D12AD8C4C223,2020-09-12,0
013E3400A549F5E140B7D12AD8C4C223,2020-09-13,0
013E3400A549F5E140B7D12AD8C4C223,2020-09-14,0
013E3400A549F5E140B7D12AD8C4C223,2020-09-15,0
013F6AAB0DC495CACE28BA13D92ABFFE,2020-09-12,0
0140A8994B8C2C865DE7C68E3285FD1D,2020-09-11,0
0140A8994B8C2C865DE7C68E3285FD1D,2020-09-12,0
0140A8994B8C2C865DE7C68E3285FD1D,2020-09-13,0
0140A8994B8C2C865DE7C68E3285FD1D,2020-09-14,0
0140A8994B8C2C865DE7C68E3285FD1D,2020-09-15,0
0142B2989850D3CE9EDFC394BA4637A1,2020-09-11,0
0142B2989850D3CE9EDFC394BA4637A1,2020-09-12,0
0142B2989850D3CE9EDFC394BA4637A1,2020-09-14,0
0142B2989850D3CE9EDFC394BA4637A1,2020-09-15,0
01472EE074AE1F1F04A0AF7DECC540F1,2020-09-11,0
01472EE074AE1F1F04A0AF7DECC540F1,2020-09-12,0
01472EE074AE1F1F04A0AF7DECC540F1,2020-09-14,0
01472EE074AE1F1F04A0AF7DECC540F1,2020-09-15,0
014777597D90B299DF8539A5EDA2D4EA,2020-09-11,0
014777597D90B299DF8539A5EDA2D4EA,2020-09-12,0
014BB87E0D764523CCEC8CFD06007A5C,2020-09-11,0
015603B4188A5682128C2E7A598F7475,2020-09-11,0
015603B4188A5682128C2E7A598F7475,2020-09-12,0
015603B4188A5682128C2E7A598F7475,2020-09-13,0
015603B4188A5682128C2E7A598F7475,2020-09-14,0
015603B4188A5682128C2E7A598F7475,2020-09-15,0
015A5701D69704ECFE740239F8B90E81,2020-09-11,0
015A5701D69704ECFE740239F8B90E81,2020-09-13,0
015A5701D69704ECFE740239F8B90E81,2020-09-14,0
015A5701D69704ECFE740239F8B90E81,2020-09-15,0
015B101C6F192798F1EE77F5F446EBD8,2020-09-11,0
015B101C6F192798F1EE77F5F446EBD8,2020-09-12,0
015B101C6F192798F1EE77F5F446EBD8,2020-09-13,0
015B101C6F192798F1EE77F5F446EBD8,2020-09-14,0
015B101C6F192798F1EE77F5F446EBD8,2020-09-15,0
015CC9EAF4CF1B1D77D0CAF773108593,2020-09-11,0
015CC9EAF4CF1B1D77D0CAF773108593,2020-09-12,0
015CC9EAF4CF1B1D77D0CAF773108593,2020-09-13,0
015CC9EAF4CF1B1D77D0CAF773108593,2020-09-14,0
015CC9EAF4CF1B1D77D0CAF773108593,2020-09-15,0
01669F9D040C35A18962956D249D61A7,2020-09-11,0
01669F9D040C35A18962956D249D61A7,2020-09-12,0
01669F9D040C35A18962956D249D61A7,2020-09-13,0
01669F9D040C35A18962956D249D61A7,2020-09-14,0
01669F9D040C35A18962956D249D61A7,2020-09-15,0
016B6413E291F5AC08E831AE358400DB,2020-09-11,0
016B6413E291F5AC08E831AE358400DB,2020-09-12,0
016B6413E291F5AC08E831AE358400DB,2020-09-13,0
016B6413E291F5AC08E831AE358400DB,2020-09-14,0
016B6413E291F5AC08E831AE358400DB,2020-09-15,0
01713B31F2DADB81B4248A13ADDDEABE,2020-09-11,0
01713B31F2DADB81B4248A13ADDDEABE,2020-09-13,0
01713B31F2DADB81B4248A13ADDDEABE,2020-09-14,0
01713B31F2DADB81B4248A13ADDDEABE,2020-09-15,0
017353A9AD09472C5A1251EF7D76276E,2020-09-11,0
017353A9AD09472C5A1251EF7D76276E,2020-09-12,0
017353A9AD09472C5A1251EF7D76276E,2020-09-13,0
017353A9AD09472C5A1251EF7D76276E,2020-09-14,0
017353A9AD09472C5A1251EF7D76276E,2020-09-15,0
01776F3953FAF3622185EC243B50327C,2020-09-11,0
01776F3953FAF3622185EC243B50327C,2020-09-12,0
017F13DB139529B04C946C2767AC62B6,2020-09-11,0
017F13DB139529B04C946C2767AC62B6,2020-09-12,0
017F13DB139529B04C946C2767AC62B6,2020-09-13,0
017F13DB139529B04C946C2767AC62B6,2020-09-14,0
017F13DB139529B04C946C2767AC62B6,2020-09-15,0
0182235A0D61DC59045367DD60FDDEA6,2020-09-11,0
0182235A0D61DC59045367DD60FDDEA6,2020-09-12,0
0182235A0D61DC59045367DD60FDDEA6,2020-09-13,0
0182235A0D61DC59045367DD60FDDEA6,2020-09-14,0
0182235A0D61DC59045367DD60FDDEA6,2020-09-15,0
01857E5D8A60CD11FA2B8C4E751DF63C,2020-09-11,0
01857E5D8A60CD11FA2B8C4E751DF63C,2020-09-12,0
01857E5D8A60CD11FA2B8C4E751DF63C,2020-09-13,0
01857E5D8A60CD11FA2B8C4E751DF63C,2020-09-14,0
01857E5D8A60CD11FA2B8C4E751DF63C,2020-09-15,0
018B0533A48732E69D020E5A9281C008,2020-09-11,0
018B0533A48732E69D020E5A9281C008,2020-09-12,0
018B0533A48732E69D020E5A9281C008,2020-09-13,0
018B0533A48732E69D020E5A9281C008,2020-09-15,0
018B1B461E710652074C799FA98D3BD8,2020-09-13,0
018B1B461E710652074C799FA98D3BD8,2020-09-15,0
0191A035B4959995264E46274D7719F9,2020-09-13,0
01925FAE081FE3D62A6524F895ADB6F4,2020-09-12,0
01925FAE081FE3D62A6524F895ADB6F4,2020-09-13,0
0193B535D92AD97E74E4AA2D92881805,2020-09-11,0
0193B535D92AD97E74E4AA2D92881805,2020-09-12,0
0193B535D92AD97E74E4AA2D92881805,2020-09-13,0
0193B535D92AD97E74E4AA2D92881805,2020-09-14,0
0193B535D92AD97E74E4AA2D92881805,2020-09-15,0
019623CC77D19B0AACC5CA155023DF43,2020-09-11,0
019623CC77D19B0AACC5CA155023DF43,2020-09-12,0
019623CC77D19B0AACC5CA155023DF43,2020-09-13,0
019623CC77D19B0AACC5CA155023DF43,2020-09-14,0
019623CC77D19B0AACC5CA155023DF43,2020-09-15,0
019D68B029E33492038B3C531441B5E6,2020-09-11,0
019D68B029E33492038B3C531441B5E6,2020-09-13,0
019E6466A4258F2470E2577FAA4D07AF,2020-09-11,0
019E6466A4258F2470E2577FAA4D07AF,2020-09-12,0
019E6466A4258F2470E2577FAA4D07AF,2020-09-13,0
019E6466A4258F2470E2577FAA4D07AF,2020-09-14,0
019E6466A4258F2470E2577FAA4D07AF,2020-09-15,0
01A5CFAF698351F0F246DA4E0D4D34DD,2020-09-11,0
01A5CFAF698351F0F246DA4E0D4D34DD,2020-09-12,0
01A5CFAF698351F0F246DA4E0D4D34DD,2020-09-13,0
01A5CFAF698351F0F246DA4E0D4D34DD,2020-09-14,0
01A93760724A354615E2038A90A96250,2020-09-11,0
01A93760724A354615E2038A90A96250,2020-09-12,0
01A93760724A354615E2038A90A96250,2020-09-13,0
01A93760724A354615E2038A90A96250,2020-09-14,0
01A93760724A354615E2038A90A96250,2020-09-15,0
01B1D98FFCA3B7090234AB844582AA89,2020-09-11,0
01B1D98FFCA3B7090234AB844582AA89,2020-09-12,0
01B1D98FFCA3B7090234AB844582AA89,2020-09-13,0
01B1D98FFCA3B7090234AB844582AA89,2020-09-14,0
01B1D98FFCA3B7090234AB844582AA89,2020-09-15,0
01C4253F51AFEE928163057F17A033EE,2020-09-11,0
01C4253F51AFEE928163057F17A033EE,2020-09-12,0
01C4253F51AFEE928163057F17A033EE,2020-09-13,0
01C4253F51AFEE928163057F17A033EE,2020-09-15,0
01C80C7CBC4070E2542C566D92DC2943,2020-09-11,0
01C80C7CBC4070E2542C566D92DC2943,2020-09-12,0
01C80C7CBC4070E2542C566D92DC2943,2020-09-13,0
01C80C7CBC4070E2542C566D92DC2943,2020-09-14,0
01C80C7CBC4070E2542C566D92DC2943,2020-09-15,0
01CDEF95DA97B95F374B653459F3D466,2020-09-12,0
01CDEF95DA97B95F374B653459F3D466,2020-09-13,0
01CDEF95DA97B95F374B653459F3D466,2020-09-14,0
01CDEF95DA97B95F374B653459F3D466,2020-09-15,0
01D19456B1B4B5894DFFD39C4484A84F,2020-09-11,0
01D19456B1B4B5894DFFD39C4484A84F,2020-09-12,0
01D19456B1B4B5894DFFD39C4484A84F,2020-09-13,0
01D19456B1B4B5894DFFD39C4484A84F,2020-09-14,0
01D19456B1B4B5894DFFD39C4484A84F,2020-09-15,0
01D5B5B8199437D32A614FBBC6E2CA64,2020-09-11,0
01D5B5B8199437D32A614FBBC6E2CA64,2020-09-14,0
01E073458016B75F63D833EC748B4934,2020-09-11,0
01E073458016B75F63D833EC748B4934,2020-09-12,0
01E073458016B75F63D833EC748B4934,2020-09-13,0
01E073458016B75F63D833EC748B4934,2020-09-14,0
01E073458016B75F63D833EC748B4934,2020-09-15,0
01E48F552A419055CE88A592E228B3ED,2020-09-11,0
01E48F552A419055CE88A592E228B3ED,2020-09-12,0
01E48F552A419055CE88A592E228B3ED,2020-09-13,0
01E48F552A419055CE88A592E228B3ED,2020-09-14,0
01E48F552A419055CE88A592E228B3ED,2020-09-15,0
01E4B41DE637F2A233C5A78C51CD9EBF,2020-09-11,0
01E4B41DE637F2A233C5A78C51CD9EBF,2020-09-12,0
01E4B41DE637F2A233C5A78C51CD9EBF,2020-09-13,0
01E4B41DE637F2A233C5A78C51CD9EBF,2020-09-14,0
01E4B41DE637F2A233C5A78C51CD9EBF,2020-09-15,0
01E57B4E67B7E2E23B9231B50721A7D7,2020-09-11,0
01E57B4E67B7E2E23B9231B50721A7D7,2020-09-12,0
01E57B4E67B7E2E23B9231B50721A7D7,2020-09-13,0
01E57B4E67B7E2E23B9231B50721A7D7,2020-09-14,0
01E57B4E67B7E2E23B9231B50721A7D7,2020-09-15,0
01F3BDD7E2BF9B3603F6A93CAB373420,2020-09-11,0
01F3BDD7E2BF9B3603F6A93CAB373420,2020-09-12,0
01F3BDD7E2BF9B3603F6A93CAB373420,2020-09-13,0
01F3BDD7E2BF9B3603F6A93CAB373420,2020-09-14,0
